thr,minwins,consecutive_k,tp,fp,tn,fn,n_samples
0.435738474131,0,0,1000,1000,0,0,2000
0.435738474131,0,1,1000,1000,0,0,2000
0.435738474131,0,2,1000,1000,0,0,2000
0.435738474131,1,0,1000,1000,0,0,2000
0.435738474131,1,1,1000,1000,0,0,2000
0.435738474131,1,2,1000,1000,0,0,2000
0.435738474131,2,0,1000,1000,0,0,2000
0.435738474131,2,1,1000,1000,0,0,2000
0.435738474131,2,2,1000,1000,0,0,2000
0.435738474131,3,0,1000,1000,0,0,2000
0.435738474131,3,1,1000,1000,0,0,2000
0.435738474131,3,2,1000,1000,0,0,2000
0.436278533004,0,0,1000,1000,0,0,2000
0.436278533004,0,1,1000,1000,0,0,2000
0.436278533004,0,2,1000,1000,0,0,2000
0.436278533004,1,0,1000,1000,0,0,2000
0.436278533004,1,1,1000,1000,0,0,2000
0.436278533004,1,2,1000,1000,0,0,2000
0.436278533004,2,0,1000,1000,0,0,2000
0.436278533004,2,1,1000,1000,0,0,2000
0.436278533004,2,2,1000,1000,0,0,2000
0.436278533004,3,0,1000,1000,0,0,2000
0.436278533004,3,1,1000,1000,0,0,2000
0.436278533004,3,2,1000,1000,0,0,2000
0.436818591877,0,0,1000,1000,0,0,2000
0.436818591877,0,1,1000,1000,0,0,2000
0.436818591877,0,2,1000,1000,0,0,2000
0.436818591877,1,0,1000,1000,0,0,2000
0.436818591877,1,1,1000,1000,0,0,2000
0.436818591877,1,2,1000,1000,0,0,2000
0.436818591877,2,0,1000,1000,0,0,2000
0.436818591877,2,1,1000,1000,0,0,2000
0.436818591877,2,2,1000,1000,0,0,2000
0.436818591877,3,0,1000,1000,0,0,2000
0.436818591877,3,1,1000,1000,0,0,2000
0.436818591877,3,2,1000,1000,0,0,2000
0.43735865075,0,0,1000,1000,0,0,2000
0.43735865075,0,1,1000,1000,0,0,2000
0.43735865075,0,2,1000,983,17,0,2000
0.43735865075,1,0,1000,1000,0,0,2000
0.43735865075,1,1,1000,1000,0,0,2000
0.43735865075,1,2,1000,983,17,0,2000
0.43735865075,2,0,1000,983,17,0,2000
0.43735865075,2,1,1000,1000,0,0,2000
0.43735865075,2,2,1000,983,17,0,2000
0.43735865075,3,0,1000,983,17,0,2000
0.43735865075,3,1,1000,1000,0,0,2000
0.43735865075,3,2,1000,983,17,0,2000
0.437898709624,0,0,1000,1000,0,0,2000
0.437898709624,0,1,1000,1000,0,0,2000
0.437898709624,0,2,1000,983,17,0,2000
0.437898709624,1,0,1000,1000,0,0,2000
0.437898709624,1,1,1000,1000,0,0,2000
0.437898709624,1,2,1000,983,17,0,2000
0.437898709624,2,0,1000,983,17,0,2000
0.437898709624,2,1,1000,1000,0,0,2000
0.437898709624,2,2,1000,983,17,0,2000
