thr,minwins,consecutive_k,tp,fp,tn,fn,n_samples
0.714137334384,0,0,30,0,1000,970,2000
0.714137334384,0,1,30,0,1000,970,2000
0.714137334384,1,0,30,0,1000,970,2000
0.714137334384,1,1,30,0,1000,970,2000
0.714137334384,2,1,30,0,1000,970,2000
0.714137334384,3,1,30,0,1000,970,2000
0.715118245694,0,0,30,0,1000,970,2000
0.715118245694,0,1,30,0,1000,970,2000
0.715118245694,1,0,30,0,1000,970,2000
0.715118245694,1,1,30,0,1000,970,2000
0.715118245694,2,1,30,0,1000,970,2000
0.715118245694,3,1,30,0,1000,970,2000
0.716099157004,0,0,30,0,1000,970,2000
0.716099157004,0,1,30,0,1000,970,2000
0.716099157004,1,0,30,0,1000,970,2000
0.716099157004,1,1,30,0,1000,970,2000
0.716099157004,2,1,30,0,1000,970,2000
0.716099157004,3,1,30,0,1000,970,2000
0.717080068314,0,0,30,0,1000,970,2000
0.717080068314,0,1,30,0,1000,970,2000
0.717080068314,1,0,30,0,1000,970,2000
0.717080068314,1,1,30,0,1000,970,2000
0.717080068314,2,1,30,0,1000,970,2000
0.717080068314,3,1,30,0,1000,970,2000
0.706290043905,0,2,2,0,1000,998,2000
0.706290043905,1,2,2,0,1000,998,2000
0.706290043905,2,2,2,0,1000,998,2000
0.706290043905,3,2,2,0,1000,998,2000
0.707270955215,0,2,2,0,1000,998,2000
0.707270955215,1,2,2,0,1000,998,2000
0.707270955215,2,2,2,0,1000,998,2000
0.707270955215,3,2,2,0,1000,998,2000
0.708251866525,0,2,2,0,1000,998,2000
0.708251866525,1,2,2,0,1000,998,2000
0.708251866525,2,2,2,0,1000,998,2000
0.708251866525,3,2,2,0,1000,998,2000
0.709232777835,0,2,2,0,1000,998,2000
0.709232777835,1,2,2,0,1000,998,2000
0.709232777835,2,2,2,0,1000,998,2000
0.709232777835,3,2,2,0,1000,998,2000
0.710213689145,0,2,2,0,1000,998,2000
0.710213689145,1,2,2,0,1000,998,2000
0.710213689145,2,2,2,0,1000,998,2000
0.710213689145,3,2,2,0,1000,998,2000
0.711194600455,0,2,2,0,1000,998,2000
0.711194600455,1,2,2,0,1000,998,2000
0.711194600455,2,2,2,0,1000,998,2000
0.711194600455,3,2,2,0,1000,998,2000
0.712175511764,0,2,2,0,1000,998,2000
0.712175511764,1,2,2,0,1000,998,2000
0.712175511764,2,2,2,0,1000,998,2000
0.712175511764,3,2,2,0,1000,998,2000
