sid,label,max_before,max_after,pred_before,pred_after,changed
10026,1,0.4267871081829071,0.42306244373321533,0,0,0
10033,1,0.4267871081829071,0.4178467094898224,0,0,0
10044,0,0.40984100103378296,0.40984100103378296,0,0,0
10045,1,0.4270413815975189,0.42493879795074463,0,0,0
10080,1,0.4095360040664673,0.4095360040664673,0,0,0
10082,1,0.40514275431632996,0.40514275431632996,0,0,0
10104,0,0.42693379521369934,0.42693379521369934,0,0,0
10107,1,0.40514275431632996,0.40514275431632996,0,0,0
10130,1,0.4254872798919678,0.4254872798919678,0,0,0
10133,1,0.43048179149627686,0.43048179149627686,0,0,0
10137,1,0.43019819259643555,0.43019819259643555,0,0,0
10140,1,0.40514275431632996,0.40514275431632996,0,0,0
10142,0,0.43019819259643555,0.43019819259643555,0,0,0
10232,1,0.4247691035270691,0.4247691035270691,0,0,0
10258,1,0.43019819259643555,0.43019819259643555,0,0,0
10260,1,0.4094659686088562,0.4094659686088562,0,0,0
10342,1,0.39505535364151,0.39505535364151,0,0,0
10395,1,0.39937201142311096,0.39937201142311096,0,0,0
10458,1,0.40514275431632996,0.40514275431632996,0,0,0
10493,1,0.4267871081829071,0.4267871081829071,0,0,0
10559,1,0.38704997301101685,0.38732457160949707,0,0,0
1058,1,0.40514275431632996,0.40514275431632996,0,0,0
10589,1,0.43019819259643555,0.43019819259643555,0,0,0
10648,1,0.43019819259643555,0.43019819259643555,0,0,0
10670,1,0.40514275431632996,0.40514275431632996,0,0,0
10673,0,0.40514275431632996,0.40514275431632996,0,0,0
10729,1,0.40514275431632996,0.40514275431632996,0,0,0
10736,0,0.4053388833999634,0.4053388833999634,0,0,0
10776,1,0.4267871081829071,0.4267871081829071,0,0,0
10777,1,0.43019816279411316,0.43019819259643555,0,0,0
10807,1,0.40984100103378296,0.40984100103378296,0,0,0
10810,0,0.4053388833999634,0.4053388833999634,0,0,0
10836,1,0.40514275431632996,0.40514275431632996,0,0,0
10854,0,0.40514275431632996,0.40514275431632996,0,0,0
10958,1,0.40514275431632996,0.40514275431632996,0,0,0
11013,1,0.40550497174263,0.40550497174263,0,0,0
1102,0,0.4053388833999634,0.4053388833999634,0,0,0
1103,1,0.4179030656814575,0.4179030656814575,0,0,0
11047,1,0.3913302421569824,0.3913302421569824,0,0,0
11128,1,0.40514275431632996,0.40514275431632996,0,0,0
11133,1,0.43048179149627686,0.43048182129859924,0,0,0
11162,1,0.40514275431632996,0.40514275431632996,0,0,0
11252,0,0.4267871081829071,0.4267871081829071,0,0,0
11277,1,0.43048179149627686,0.43048179149627686,0,0,0
11287,1,0.4095360040664673,0.4095360040664673,0,0,0
11307,1,0.4103142023086548,0.4092073142528534,0,0,0
11324,0,0.40984100103378296,0.40984100103378296,0,0,0
11333,1,0.4095360040664673,0.4095359742641449,0,0,0
11341,1,0.40514275431632996,0.40514275431632996,0,0,0
11351,1,0.42693379521369934,0.42426595091819763,0,0,0
1136,1,0.40984100103378296,0.40984100103378296,0,0,0
11362,1,0.4256993532180786,0.4256993532180786,0,0,0
11364,1,0.40514275431632996,0.40514275431632996,0,0,0
11419,1,0.4103142023086548,0.4103142023086548,0,0,0
11478,0,0.4092073440551758,0.409207284450531,0,0,0
11496,0,0.4055710434913635,0.4055710434913635,0,0,0
11527,1,0.4259481430053711,0.4259481430053711,0,0,0
11565,1,0.43048179149627686,0.43048179149627686,0,0,0
11640,0,0.4053388833999634,0.4053388833999634,0,0,0
11663,0,0.4267871081829071,0.4267871081829071,0,0,0
11682,1,0.43019819259643555,0.43019819259643555,0,0,0
11685,0,0.4053388833999634,0.4053388833999634,0,0,0
11692,1,0.4095360040664673,0.4095360040664673,0,0,0
11850,1,0.4097197651863098,0.4097197651863098,0,0,0
11856,1,0.3968431055545807,0.3968431055545807,0,0,0
11915,0,0.4267871081829071,0.4267871081829071,0,0,0
11922,0,0.4054636061191559,0.4054636061191559,0,0,0
11954,0,0.4054636061191559,0.4054636061191559,0,0,0
11955,1,0.40514275431632996,0.40514275431632996,0,0,0
11957,0,0.42693379521369934,0.42693379521369934,0,0,0
11958,1,0.4254872798919678,0.4254872798919678,0,0,0
11972,1,0.4066084921360016,0.4066084921360016,0,0,0
11977,0,0.4048282206058502,0.4048282206058502,0,0,0
12047,0,0.4054636061191559,0.4054636061191559,0,0,0
12072,1,0.4055175483226776,0.4055175483226776,0,0,0
12093,0,0.4250090420246124,0.4250090420246124,0,0,0
12119,0,0.4054636061191559,0.4054636061191559,0,0,0
12204,0,0.4048282206058502,0.4048282206058502,0,0,0
1222,1,0.4251500964164734,0.4251500964164734,0,0,0
12259,0,0.40549513697624207,0.40549513697624207,0,0,0
12260,0,0.43019819259643555,0.43019819259643555,0,0,0
12319,0,0.4256993532180786,0.4256993532180786,0,0,0
12361,1,0.40443286299705505,0.40443286299705505,0,0,0
12385,1,0.3950674533843994,0.3950674533843994,0,0,0
12411,0,0.4054636061191559,0.4054636061191559,0,0,0
12470,1,0.43019819259643555,0.43019819259643555,0,0,0
12477,1,0.39526453614234924,0.39526450634002686,0,0,0
12494,0,0.4054636061191559,0.4054636061191559,0,0,0
12515,0,0.4048282206058502,0.4048282206058502,0,0,0
12584,0,0.38910213112831116,0.38910213112831116,0,0,0
1259,1,0.38704997301101685,0.3874554932117462,0,0,0
12629,1,0.41809341311454773,0.41809341311454773,0,0,0
12632,0,0.4054636061191559,0.4054636061191559,0,0,0
12723,0,0.4054636061191559,0.4054636061191559,0,0,0
12745,0,0.39589613676071167,0.39589613676071167,0,0,0
12749,0,0.4054636061191559,0.4054636061191559,0,0,0
12773,0,0.4054636061191559,0.4054636061191559,0,0,0
12789,0,0.4054636061191559,0.4054636061191559,0,0,0
12815,0,0.4054636061191559,0.4054636061191559,0,0,0
12840,0,0.4052322208881378,0.4052322208881378,0,0,0
1291,0,0.43048182129859924,0.43048182129859924,0,0,0
12916,1,0.43019819259643555,0.43019819259643555,0,0,0
12959,0,0.4048282206058502,0.4048282206058502,0,0,0
12971,1,0.4055642783641815,0.4055642783641815,0,0,0
12991,1,0.4267871081829071,0.4267871081829071,0,0,0
13011,1,0.43019819259643555,0.43019819259643555,0,0,0
13016,1,0.40514272451400757,0.40514275431632996,0,0,0
13028,0,0.4054636061191559,0.4054636061191559,0,0,0
13041,0,0.4250653088092804,0.4250653088092804,0,0,0
13052,0,0.4267871081829071,0.4267871081829071,0,0,0
13081,1,0.4209469258785248,0.4209469258785248,0,0,0
13083,0,0.4054636061191559,0.4054636061191559,0,0,0
13094,1,0.42693379521369934,0.42693379521369934,0,0,0
13124,1,0.39526453614234924,0.39526450634002686,0,0,0
13140,1,0.4267871081829071,0.4240763783454895,0,0,0
13154,1,0.4171176254749298,0.4171176254749298,0,0,0
13162,1,0.43019819259643555,0.43019819259643555,0,0,0
13191,1,0.42693379521369934,0.42059358954429626,0,0,0
13247,0,0.4242100715637207,0.4242100715637207,0,0,0
13308,0,0.43019819259643555,0.43019819259643555,0,0,0
13335,0,0.4054636061191559,0.4054636061191559,0,0,0
13392,0,0.4054636061191559,0.4054636061191559,0,0,0
13432,0,0.4267871081829071,0.4267871081829071,0,0,0
13447,0,0.4059198200702667,0.4059198200702667,0,0,0
13504,1,0.4267871081829071,0.4267871081829071,0,0,0
13517,0,0.4054636061191559,0.4054636061191559,0,0,0
13586,1,0.41939935088157654,0.41939935088157654,0,0,0
13592,0,0.42833927273750305,0.42833927273750305,0,0,0
13596,1,0.41939935088157654,0.41939935088157654,0,0,0
13608,0,0.4054636061191559,0.4054636061191559,0,0,0
13649,0,0.4060644805431366,0.4060644805431366,0,0,0
13651,0,0.4267871081829071,0.4267871081829071,0,0,0
13657,0,0.39489129185676575,0.39489129185676575,0,0,0
13661,0,0.4054636061191559,0.4054636061191559,0,0,0
13666,0,0.4267871081829071,0.4267871081829071,0,0,0
13709,0,0.4054636061191559,0.4054636061191559,0,0,0
13715,1,0.4267871081829071,0.4236646294593811,0,0,0
13725,0,0.4054636061191559,0.4054636061191559,0,0,0
13756,1,0.4267871081829071,0.4267871081829071,0,0,0
13790,1,0.41768527030944824,0.41768527030944824,0,0,0
13856,0,0.4054636061191559,0.4054636061191559,0,0,0
13877,0,0.3896264135837555,0.3896264135837555,0,0,0
13883,1,0.42693379521369934,0.42693379521369934,0,0,0
13904,0,0.4040077030658722,0.4040077030658722,0,0,0
13935,0,0.42833927273750305,0.42833927273750305,0,0,0
13937,0,0.4267871081829071,0.4267871081829071,0,0,0
13974,0,0.4054636061191559,0.4054636061191559,0,0,0
14014,0,0.406521737575531,0.406521737575531,0,0,0
14015,0,0.3589577078819275,0.3589577078819275,0,0,0
14024,1,0.40514272451400757,0.40514275431632996,0,0,0
14028,0,0.4054636061191559,0.4054636061191559,0,0,0
14047,0,0.4054636061191559,0.4054636061191559,0,0,0
14057,1,0.4267871081829071,0.4267871081829071,0,0,0
14064,0,0.4054636061191559,0.4054636061191559,0,0,0
14071,0,0.4054636061191559,0.4054636061191559,0,0,0
14075,1,0.4044741094112396,0.4044741094112396,0,0,0
14090,1,0.4054636061191559,0.4054636061191559,0,0,0
14137,0,0.4054636061191559,0.4054636061191559,0,0,0
14167,0,0.40428781509399414,0.40428781509399414,0,0,0
14172,0,0.4054636061191559,0.4054636061191559,0,0,0
14199,0,0.4054636061191559,0.4054636061191559,0,0,0
14215,0,0.4054636061191559,0.4054636061191559,0,0,0
14229,1,0.40461403131484985,0.40461403131484985,0,0,0
14242,0,0.4054636061191559,0.4054636061191559,0,0,0
14297,0,0.3565766513347626,0.3565766513347626,0,0,0
14301,1,0.42091017961502075,0.42091014981269836,0,0,0
14321,1,0.417871356010437,0.417871356010437,0,0,0
1433,0,0.43019819259643555,0.43019819259643555,0,0,0
14336,0,0.4054636061191559,0.4054636061191559,0,0,0
14460,0,0.4054636061191559,0.4054636061191559,0,0,0
1447,1,0.40514275431632996,0.40514275431632996,0,0,0
14487,0,0.4052322208881378,0.4052322208881378,0,0,0
14523,1,0.38976916670799255,0.38976916670799255,0,0,0
1457,0,0.4267871081829071,0.4267871081829071,0,0,0
14598,0,0.3897135257720947,0.3897135257720947,0,0,0
14665,0,0.43019819259643555,0.43019819259643555,0,0,0
14675,0,0.4267871081829071,0.4267871081829071,0,0,0
14735,1,0.4267871081829071,0.41939935088157654,0,0,0
14756,0,0.40514275431632996,0.40514275431632996,0,0,0
14807,0,0.40521863102912903,0.40521863102912903,0,0,0
14813,0,0.4267871081829071,0.4267871081829071,0,0,0
14824,1,0.40514275431632996,0.40514275431632996,0,0,0
14834,1,0.4267871081829071,0.4223330616950989,0,0,0
14850,0,0.40557941794395447,0.40557941794395447,0,0,0
14909,1,0.4267871081829071,0.4267871081829071,0,0,0
14948,1,0.40461403131484985,0.40461403131484985,0,0,0
14968,0,0.4054636061191559,0.4054636061191559,0,0,0
15004,1,0.4054636061191559,0.40546363592147827,0,0,0
15019,1,0.4054636061191559,0.4054636061191559,0,0,0
15026,0,0.4054636061191559,0.4054636061191559,0,0,0
15048,0,0.4054636061191559,0.4054636061191559,0,0,0
15085,0,0.4054636061191559,0.4054636061191559,0,0,0
15087,0,0.4054636061191559,0.4054636061191559,0,0,0
15108,0,0.4048282206058502,0.4048282206058502,0,0,0
1521,1,0.4267871081829071,0.4267871081829071,0,0,0
15241,1,0.4054636061191559,0.4054636061191559,0,0,0
15292,0,0.4054636061191559,0.4054636061191559,0,0,0
15315,1,0.4054636061191559,0.4054636061191559,0,0,0
