thr,minwins,consecutive_k,tp,fp,tn,fn,n_samples
0.909105031515,0,3,21,0,1000,979,2000
0.909105031515,1,3,21,0,1000,979,2000
0.909105031515,2,3,21,0,1000,979,2000
0.909105031515,3,3,21,0,1000,979,2000
0.909105031515,4,3,21,0,1000,979,2000
0.909105031515,5,3,21,0,1000,979,2000
0.910003783825,0,2,21,0,1000,979,2000
0.910003783825,0,3,21,0,1000,979,2000
0.910003783825,1,2,21,0,1000,979,2000
0.910003783825,1,3,21,0,1000,979,2000
0.910003783825,2,2,21,0,1000,979,2000
0.910003783825,2,3,21,0,1000,979,2000
0.910003783825,3,2,21,0,1000,979,2000
0.910003783825,3,3,21,0,1000,979,2000
0.910003783825,4,2,21,0,1000,979,2000
0.910003783825,4,3,21,0,1000,979,2000
0.910003783825,5,2,21,0,1000,979,2000
0.910003783825,5,3,21,0,1000,979,2000
0.910902536134,0,2,21,0,1000,979,2000
0.910902536134,0,3,21,0,1000,979,2000
0.910902536134,1,2,21,0,1000,979,2000
0.910902536134,1,3,21,0,1000,979,2000
0.910902536134,2,2,21,0,1000,979,2000
0.910902536134,2,3,21,0,1000,979,2000
0.910902536134,3,2,21,0,1000,979,2000
0.910902536134,3,3,21,0,1000,979,2000
0.910902536134,4,2,21,0,1000,979,2000
0.910902536134,4,3,21,0,1000,979,2000
0.910902536134,5,2,21,0,1000,979,2000
0.910902536134,5,3,21,0,1000,979,2000
0.911801288443,0,0,21,0,1000,979,2000
0.911801288443,0,1,21,0,1000,979,2000
0.911801288443,0,2,21,0,1000,979,2000
0.911801288443,0,3,21,0,1000,979,2000
0.911801288443,1,0,21,0,1000,979,2000
0.911801288443,1,1,21,0,1000,979,2000
0.911801288443,1,2,21,0,1000,979,2000
0.911801288443,1,3,21,0,1000,979,2000
0.911801288443,2,0,21,0,1000,979,2000
0.911801288443,2,1,21,0,1000,979,2000
0.911801288443,2,2,21,0,1000,979,2000
0.911801288443,2,3,21,0,1000,979,2000
0.911801288443,3,0,21,0,1000,979,2000
0.911801288443,3,1,21,0,1000,979,2000
0.911801288443,3,2,21,0,1000,979,2000
0.911801288443,3,3,21,0,1000,979,2000
0.911801288443,4,0,21,0,1000,979,2000
0.911801288443,4,1,21,0,1000,979,2000
0.911801288443,4,2,21,0,1000,979,2000
0.911801288443,4,3,21,0,1000,979,2000
0.911801288443,5,1,21,0,1000,979,2000
0.911801288443,5,2,21,0,1000,979,2000
0.911801288443,5,3,21,0,1000,979,2000
0.912700040753,0,0,21,0,1000,979,2000
0.912700040753,0,1,21,0,1000,979,2000
0.912700040753,0,2,21,0,1000,979,2000
0.912700040753,0,3,21,0,1000,979,2000
0.912700040753,1,0,21,0,1000,979,2000
0.912700040753,1,1,21,0,1000,979,2000
0.912700040753,1,2,21,0,1000,979,2000
0.912700040753,1,3,21,0,1000,979,2000
0.912700040753,2,0,21,0,1000,979,2000
0.912700040753,2,1,21,0,1000,979,2000
0.912700040753,2,2,21,0,1000,979,2000
0.912700040753,2,3,21,0,1000,979,2000
0.912700040753,3,0,21,0,1000,979,2000
0.912700040753,3,1,21,0,1000,979,2000
0.912700040753,3,2,21,0,1000,979,2000
0.912700040753,3,3,21,0,1000,979,2000
0.912700040753,4,0,21,0,1000,979,2000
0.912700040753,4,1,21,0,1000,979,2000
0.912700040753,4,2,21,0,1000,979,2000
0.912700040753,4,3,21,0,1000,979,2000
0.912700040753,5,1,21,0,1000,979,2000
0.912700040753,5,2,21,0,1000,979,2000
0.912700040753,5,3,21,0,1000,979,2000
0.913598793062,0,0,21,0,1000,979,2000
0.913598793062,0,1,21,0,1000,979,2000
0.913598793062,0,2,21,0,1000,979,2000
0.913598793062,0,3,21,0,1000,979,2000
0.913598793062,1,0,21,0,1000,979,2000
0.913598793062,1,1,21,0,1000,979,2000
0.913598793062,1,2,21,0,1000,979,2000
0.913598793062,1,3,21,0,1000,979,2000
0.913598793062,2,0,21,0,1000,979,2000
0.913598793062,2,1,21,0,1000,979,2000
