thr,minwins,consecutive_k,tp,fp,tn,fn,n_samples
0.388980805874,0,0,1000,1000,0,0,2000
0.388980805874,0,1,1000,1000,0,0,2000
0.388980805874,0,2,1000,1000,0,0,2000
0.388980805874,1,0,1000,1000,0,0,2000
0.388980805874,1,1,1000,1000,0,0,2000
0.388980805874,1,2,1000,1000,0,0,2000
0.388980805874,2,0,1000,1000,0,0,2000
0.388980805874,2,1,1000,1000,0,0,2000
0.388980805874,2,2,1000,1000,0,0,2000
0.388980805874,3,0,1000,1000,0,0,2000
0.388980805874,3,1,1000,1000,0,0,2000
0.388980805874,3,2,1000,1000,0,0,2000
0.389671909905,0,0,1000,1000,0,0,2000
0.389671909905,0,1,1000,1000,0,0,2000
0.389671909905,0,2,1000,1000,0,0,2000
0.389671909905,1,0,1000,1000,0,0,2000
0.389671909905,1,1,1000,1000,0,0,2000
0.389671909905,1,2,1000,1000,0,0,2000
0.389671909905,2,0,1000,1000,0,0,2000
0.389671909905,2,1,1000,1000,0,0,2000
0.389671909905,2,2,1000,1000,0,0,2000
0.389671909905,3,0,1000,1000,0,0,2000
0.389671909905,3,1,1000,1000,0,0,2000
0.389671909905,3,2,1000,1000,0,0,2000
0.390363013935,0,0,1000,1000,0,0,2000
0.390363013935,0,1,1000,1000,0,0,2000
0.390363013935,0,2,1000,1000,0,0,2000
0.390363013935,1,0,1000,1000,0,0,2000
0.390363013935,1,1,1000,1000,0,0,2000
0.390363013935,1,2,1000,1000,0,0,2000
0.390363013935,2,0,1000,1000,0,0,2000
0.390363013935,2,1,1000,1000,0,0,2000
0.390363013935,2,2,1000,1000,0,0,2000
0.390363013935,3,0,1000,1000,0,0,2000
0.390363013935,3,1,1000,1000,0,0,2000
0.390363013935,3,2,1000,1000,0,0,2000
0.391054117966,0,0,1000,1000,0,0,2000
0.391054117966,0,1,1000,1000,0,0,2000
0.391054117966,0,2,1000,1000,0,0,2000
0.391054117966,1,0,1000,1000,0,0,2000
0.391054117966,1,1,1000,1000,0,0,2000
0.391054117966,1,2,1000,1000,0,0,2000
0.391054117966,2,0,1000,1000,0,0,2000
0.391054117966,2,1,1000,1000,0,0,2000
0.391054117966,2,2,1000,1000,0,0,2000
0.391054117966,3,0,1000,1000,0,0,2000
0.391054117966,3,1,1000,1000,0,0,2000
0.391054117966,3,2,1000,1000,0,0,2000
0.391745221997,0,0,1000,1000,0,0,2000
0.391745221997,0,1,1000,1000,0,0,2000
