sid,label,n_windows,max,mean,median,std,top1,top3_mean,top5_mean,frac_above_0.30,frac_above_0.35,frac_above_0.40
4679,1,261,0.40514275431632996,0.38276529905896534,0.38283640146255493,0.006235001194848229,0.40514275431632996,0.40491273005803424,0.40445902943611145,1.0,1.0,0.038314176245210725
49060,0,196,0.4054636061191559,0.38088964427612265,0.3764500617980957,0.007684617581326613,0.4054636061191559,0.40501485268274945,0.40400480628013613,1.0,1.0,0.05102040816326531
42855,0,196,0.4054636061191559,0.3808895416405736,0.3764500617980957,0.00766512362375646,0.4054636061191559,0.4048380454381307,0.40379530787467954,1.0,1.0,0.04591836734693878
9532,0,301,0.4053388833999634,0.3834367725144193,0.38283640146255493,0.0067680504993753166,0.4053388833999634,0.4051988422870636,0.4047179102897644,1.0,1.0,0.03986710963455149
2193,0,297,0.4053388833999634,0.38338078643737816,0.38283640146255493,0.006569879962659727,0.4053388833999634,0.4051988422870636,0.4043999552726746,1.0,1.0,0.03367003367003367
44946,1,243,0.4054636061191559,0.3844577145184018,0.3777925670146942,0.009618042094159385,0.4054636061191559,0.40505265196164447,0.40472442507743833,1.0,1.0,0.08641975308641975
19948,1,303,0.43019819259643555,0.3856113840251079,0.38283640146255493,0.013835799364870047,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.11551155115511551
16294,0,196,0.40448495745658875,0.38088878198545806,0.3764500617980957,0.00757664508598924,0.40448495745658875,0.40403661131858826,0.403244161605835,1.0,1.0,0.04591836734693878
25910,0,191,0.4259481430053711,0.38375524201318234,0.38283640146255493,0.009067120189518918,0.4259481430053711,0.41784437497456867,0.4137658715248108,1.0,1.0,0.09424083769633508
25134,0,196,0.4054636061191559,0.3808782214716989,0.3764500617980957,0.007658215704651703,0.4054636061191559,0.4049176474412282,0.4038864314556122,1.0,1.0,0.04591836734693878
22210,0,196,0.4054636061191559,0.38091357782179,0.3764500617980957,0.007704158385131181,0.4054636061191559,0.4049980143706004,0.4039734065532684,1.0,1.0,0.05102040816326531
24335,1,140,0.4036825895309448,0.3839776028479849,0.3769189715385437,0.009246470330382351,0.4036825895309448,0.40221447745958966,0.40071335434913635,1.0,1.0,0.02142857142857143
19816,0,6,0.3954842984676361,0.3805434654156367,0.3827935606241226,0.013435263731458877,0.3954842984676361,0.3924737771352132,0.3849059522151947,1.0,1.0,0.0
13657,0,97,0.39489129185676575,0.378502239578778,0.3764500617980957,0.005458397882927572,0.39489129185676575,0.39473098516464233,0.3941065907478333,1.0,1.0,0.0
46182,1,506,0.4239305257797241,0.3900485966398782,0.38995444774627686,0.013422550352558927,0.4239305257797241,0.4217156668504079,0.4210493862628937,1.0,1.0,0.30237154150197626
53963,0,196,0.4054636061191559,0.38091039520745373,0.3764500617980957,0.007688178099917613,0.4054636061191559,0.40483901898066205,0.4037836492061615,1.0,1.0,0.04591836734693878
50874,0,196,0.4054636061191559,0.3808974876087539,0.3764500617980957,0.007632512331189383,0.4054636061191559,0.4048518439133962,0.40380110740661623,1.0,1.0,0.04591836734693878
39413,0,281,0.4267871081829071,0.3834199080263593,0.38283640146255493,0.0067756191562372645,0.4267871081829071,0.41984639565149945,0.4134522616863251,1.0,1.0,0.03558718861209965
23270,0,32,0.43019819259643555,0.4176788153126836,0.4269086420536041,0.017025908712132966,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.8125
27937,0,196,0.4054636061191559,0.3808834896403916,0.3764500617980957,0.007658697804143923,0.4054636061191559,0.40493542949358624,0.40390382409095765,1.0,1.0,0.04591836734693878
47502,1,1250,0.4216497242450714,0.3938773548603058,0.3941022902727127,0.010220923038836482,0.4216497242450714,0.4204447567462921,0.41986228823661803,1.0,1.0,0.264
46811,0,196,0.405557781457901,0.38091546297073364,0.3764500617980957,0.007724372096907455,0.405557781457901,0.405103067557017,0.40410432815551756,1.0,1.0,0.05612244897959184
39313,1,276,0.4054636061191559,0.38142166664634924,0.37979400157928467,0.006782934268968214,0.4054636061191559,0.405217041571935,0.40375019907951354,1.0,1.0,0.036231884057971016
37816,0,196,0.4054636061191559,0.38091437944344114,0.3764500617980957,0.0077145934264775656,0.4054636061191559,0.40507092078526813,0.4040649712085724,1.0,1.0,0.05102040816326531
13011,1,33,0.43019819259643555,0.4188414459878748,0.4273439049720764,0.01704648847709839,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.8484848484848485
30523,1,141,0.40461403131484985,0.38355490480754395,0.3770630359649658,0.008949117373289434,0.40461403131484985,0.4023754795392354,0.4002993106842041,1.0,1.0,0.014184397163120567
3740,1,308,0.40678244829177856,0.38365108732666287,0.38283640146255493,0.006856992779971231,0.40678244829177856,0.405754695336024,0.40540794730186464,1.0,1.0,0.045454545454545456
37024,1,286,0.4059596657752991,0.37998753087920745,0.3764500617980957,0.006886368883739836,0.4059596657752991,0.40510833263397217,0.4040007948875427,1.0,1.0,0.03496503496503497
30289,0,196,0.40550294518470764,0.3809153013387505,0.3764500617980957,0.007719538102358116,0.40550294518470764,0.4050847887992859,0.4040761530399323,1.0,1.0,0.05102040816326531
40204,1,1250,0.3900107443332672,0.38813105962276456,0.3889382779598236,0.003079987378995337,0.3900107443332672,0.3897980749607086,0.38968547582626345,1.0,1.0,0.0
1457,0,269,0.4267871081829071,0.3827611691003395,0.38283640146255493,0.006843038432216653,0.4267871081829071,0.41984639565149945,0.41388795971870423,1.0,1.0,0.03345724907063197
15805,1,807,0.41939935088157654,0.3917834229924274,0.39328137040138245,0.008006189919188994,0.41939935088157654,0.4182697832584381,0.4157755136489868,1.0,1.0,0.10037174721189591
